Driver,Sebastian Chudek,,,,,,SPEED,
Vehicle,mx5 mx52016,,,,,,THROTTLE,
Venue,okayama full,,,,,,BRAKING,
Session,Test,,,,,,RPM,
Session Date,18/03/2022,,,,,,GEAR,
Session Time,23:18:32,,,,,,TIME,
Sample Rate,60,Hz,,,,,,
,,,,,,,,
,,,,,,,,
,Lap No.,Brake,Gear,RPM,Speed,Throttle,LapDist,SessionTick
,,%,,rpm,m/s,%,m,
,,,,,,,,
,3,7.31562,1,4677.69,18.3925,0,2035.68,56058
,3,6.76755,1,4662.15,18.3279,0,2035.99,56059
,3,6.06458,1,4641.66,18.2657,0,2036.3,56060
,3,5.07566,1,4623.04,18.2115,0,2036.61,56061
,3,4.57524,1,4606.93,18.1588,0,2036.93,56062
,3,3.47909,1,4595.73,18.1021,0,2037.23,56063
,3,3.02633,1,4588.03,18.0424,0,2037.54,56064
,3,2.33528,1,4580.37,17.9871,0,2037.85,56065
,3,1.1319,1,4571.33,17.9348,0,2038.15,56066
,3,0.536161,1,4562.08,17.8836,0,2038.45,56067
,3,-1.16E-08,1,4554.71,17.8341,0,2038.76,56068
,3,0,1,4547.05,17.7879,0,2039.06,56069
,3,0,1,4536.38,17.7446,0,2039.36,56070
,3,0,1,4522.67,17.7039,0,2039.66,56071
,3,0,1,4508.84,17.6632,0,2039.96,56072
,3,0,1,4495.86,17.6229,0,2040.26,56073
,3,0,1,4482.54,17.5836,0,2040.56,56074
,3,0,1,4468.11,17.5455,0,2040.86,56075
,3,0,1,4451.35,17.5094,0,2041.16,56076
,3,0,1,4435.39,17.4707,0,2041.46,56077
,3,0,1,4423.66,17.4287,0,2041.76,56078
,3,0,1,4466.07,17.3882,32.6757,2042.05,56079
,3,0,1,4610.33,17.3504,75.2404,2042.35,56080
,3,0,1,4827.84,17.3137,100,2042.65,56081
,3,0,1,5053.57,17.2773,100,2042.94,56082
,3,0,1,5169.98,17.2499,100,2043.24,56083
,3,0,1,5117.5,17.2766,100,2043.54,56084
,3,0,1,5028.7,17.3344,100,2043.84,56085
,3,0,1,4956.37,17.3951,100,2044.15,56086
,3,0,1,4909,17.4602,100,2044.45,56087
,3,0,1,4877.7,17.5177,100,2044.75,56088
,3,0,1,4865.28,17.5675,100,2045.06,56089
,3,0,1,4870.66,17.6107,100,2045.36,56090
,3,0,1,4889,17.6483,100,2045.67,56091
,3,0,1,4915.15,17.6837,100,2045.98,56092
,3,0,1,4942.86,17.7199,100,2046.3,56093
,3,0,1,4968.86,17.757,100,2046.62,56094
,3,0,1,4994.11,17.7957,100,2046.94,56095
,3,0,1,5017.89,17.8362,100,2047.25,56096
,3,0,1,5040.75,17.8764,100,2047.58,56097
,3,0,1,5062.58,17.9188,100,2047.9,56098
,3,0,1,5081.07,17.962,100,2048.22,56099
,3,0,1,5093.73,18.0063,100,2048.54,56100
,3,0,1,5102.33,18.0514,100,2048.87,56101
,3,0,1,5109.6,18.0996,100,2049.2,56102
,3,0,1,5113.28,18.1452,100,2049.54,56103
,3,0,1,5120.82,18.1912,100,2049.88,56104
,3,0,1,5129.83,18.2377,100,2050.22,56105
,3,0,1,5134.18,18.2837,100,2050.56,56106
,3,0,1,5134.58,18.3303,100,2050.9,56107
,3,0,1,5133.74,18.3769,100,2051.24,56108
,3,0,1,5135.48,18.4223,100,2051.58,56109
,3,0,1,5142.23,18.4662,100,2051.92,56110
,3,0,1,5152.72,18.5085,100,2052.27,56111
,3,0,1,5165.14,18.549,100,2052.62,56112
,3,0,1,5178.73,18.5885,100,2052.96,56113
,3,0,1,5195.91,18.6273,100,2053.31,56114
,3,0,1,5214.83,18.6668,100,2053.65,56115
,3,0,1,5230.92,18.7071,100,2054,56116
,3,0,1,5241.25,18.749,100,2054.34,56117
,3,0,1,5246.02,18.793,100,2054.69,56118
,3,0,1,5244.92,18.8393,100,2055.04,56119
,3,0,1,5239.12,18.8848,100,2055.38,56120
,3,0,1,5234.79,18.9304,100,2055.72,56121
,3,0,1,5235.21,18.9749,100,2056.06,56122
,3,0,1,5242.07,19.0173,100,2056.4,56123
,3,0,1,5255.97,19.0572,100,2056.74,56124
,3,0,1,5274.75,19.0978,100,2057.08,56125
,3,0,1,5290.3,19.1378,100,2057.42,56126
,3,0,1,5301.72,19.1781,100,2057.76,56127
,3,0,1,5312.77,19.2196,100,2058.1,56128
,3,0,1,5324.36,19.2604,100,2058.43,56129
,3,0,1,5339.74,19.3003,100,2058.77,56130
,3,0,1,5358.68,19.3406,100,2059.1,56131
,3,0,1,5376.68,19.3809,100,2059.43,56132
,3,0,1,5390.74,19.423,100,2059.77,56133
,3,0,1,5397.56,19.4667,100,2060.1,56134
,3,0,1,5398.15,19.5117,100,2060.43,56135
,3,0,1,5395.62,19.5576,100,2060.77,56136
,3,0,1,5393.09,19.6031,100,2061.1,56137
,3,0,1,5394.27,19.6465,100,2061.43,56138
,3,0,1,5403.87,19.6868,100,2061.76,56139
,3,0,1,5424.37,19.7251,100,2062.09,56140
,3,0,1,5449.71,19.7621,100,2062.42,56141
,3,0,1,5472.34,19.7992,100,2062.75,56142
,3,0,1,5489.34,19.8379,100,2063.08,56143
,3,0,1,5500.02,19.8791,100,2063.41,56144
,3,0,1,5503.22,19.9232,100,2063.75,56145
,3,0,1,5500.74,19.9685,100,2064.08,56146
,3,0,1,5499.66,20.0131,100,2064.41,56147
,3,0,1,5505.65,20.0566,100,2064.74,56148
,3,0,1,5517.21,20.0984,100,2065.07,56149
,3,0,1,5529.92,20.1384,100,2065.41,56150
,3,0,1,5542.84,20.1774,100,2065.74,56151
,3,0,1,5557.49,20.2159,100,2066.07,56152
,3,0,1,5573.72,20.2545,100,2066.4,56153
,3,0,1,5588.51,20.2897,100,2066.74,56154
,3,0,1,5601.79,20.3232,100,2067.07,56155
,3,0,1,5614.93,20.3586,100,2067.41,56156
,3,0,1,5626.19,20.3946,100,2067.75,56157
,3,0,1,5635.17,20.4332,100,2068.09,56158
,3,0,1,5642.85,20.4709,100,2068.43,56159
,3,0,1,5648.81,20.5122,100,2068.77,56160
,3,0,1,5652.56,20.5536,100,2069.11,56161
,3,0,1,5656.5,20.5952,100,2069.45,56162
,3,0,1,5662.58,20.6354,100,2069.79,56163
,3,0,1,5672.88,20.6744,100,2070.14,56164
,3,0,1,5687.33,20.7125,100,2070.49,56165
,3,0,1,5702.34,20.7502,100,2070.83,56166
,3,0,1,5716.44,20.787,100,2071.18,56167
,3,0,1,5730.89,20.8237,100,2071.53,56168
,3,0,1,5746.56,20.8619,100,2071.88,56169
,3,0,1,5760.13,20.9003,100,2072.23,56170
,3,0,1,5771.01,20.9388,100,2072.58,56171
,3,0,1,5781.52,20.9778,100,2072.93,56172
,3,0,1,5792.58,21.0173,100,2073.28,56173
,3,0,1,5802.17,21.0573,100,2073.63,56174
,3,0,1,5810.04,21.0971,100,2073.98,56175
,3,0,1,5821.38,21.1371,100,2074.33,56176
,3,0,1,5838.01,21.1768,100,2074.68,56177
,3,0,1,5855.76,21.2163,100,2075.04,56178
,3,0,1,5869.75,21.2566,100,2075.39,56179
,3,0,1,5878.74,21.2981,100,2075.74,56180
,3,0,1,5885.08,21.3409,100,2076.1,56181
,3,0,1,5892.98,21.3835,100,2076.45,56182
,3,0,1,5906.29,21.4259,100,2076.81,56183
,3,0,1,5923.2,21.4683,100,2077.16,56184
,3,0,1,5938.77,21.5113,100,2077.52,56185
,3,0,1,5950.25,21.555,100,2077.88,56186
,3,0,1,5959.63,21.5993,100,2078.24,56187
,3,0,1,5971.51,21.6438,100,2078.6,56188
,3,0,1,5987.73,21.6883,100,2078.96,56189
,3,0,1,6006.56,21.732,100,2079.31,56190
,3,0,1,6026.75,21.7757,100,2079.68,56191
,3,0,1,6047.09,21.8199,100,2080.04,56192
,3,0,1,6066.26,21.8651,100,2080.4,56193
,3,0,1,6082.76,21.9115,100,2080.76,56194
,3,0,1,6096.08,21.9594,100,2081.12,56195
,3,0,1,6107.05,22.0063,100,2081.49,56196
,3,0,1,6118.09,22.0481,100,2081.85,56197
,3,0,1,6131.92,22.0863,100,2082.22,56198
,3,0,1,6148.15,22.1258,100,2082.59,56199
,3,0,1,6163.85,22.1684,100,2082.95,56200
,3,0,1,6177.73,22.216,100,2083.32,56201
,3,0,1,6189.91,22.2644,100,2083.69,56202
,3,0,1,6201.08,22.3134,100,2084.06,56203
,3,0,1,6211.06,22.3649,100,2084.43,56204
,3,0,1,6219.28,22.418,100,2084.8,56205
,3,0,1,6227.75,22.4709,100,2085.17,56206
,3,0,1,6240.35,22.5232,100,2085.54,56207
,3,0,1,6257.67,22.5735,100,2085.92,56208
,3,0,1,6275.11,22.6206,100,2086.29,56209
,3,0,1,6290.18,22.6678,100,2086.67,56210
,3,0,1,6305.14,22.7161,100,2087.04,56211
,3,0,1,6324.76,22.7661,100,2087.42,56212
,3,0,1,6346.04,22.8156,100,2087.8,56213
,3,0,1,6363.16,22.8637,100,2088.18,56214
,3,0,1,6373.71,22.9153,100,2088.56,56215
,3,0,1,6377.71,22.9691,100,2088.94,56216
,3,0,1,6382.18,23.0246,100,2089.32,56217
,3,0,1,6391.11,23.0805,100,2089.7,56218
,3,0,1,6402.5,23.1375,100,2090.08,56219
,3,0,1,6409.1,23.1955,100,2090.47,56220
,3,0,1,6408.94,23.2546,100,2090.86,56221
,3,0,1,6407.18,23.3145,100,2091.24,56222
,3,0,1,6409.14,23.3743,100,2091.63,56223
,3,0,1,6415.57,23.4337,100,2092.02,56224
,3,0,1,6422.74,23.4926,100,2092.41,56225
,3,0,1,6429.17,23.5506,100,2092.8,56226
,3,0,1,6437.71,23.608,100,2093.2,56227
,3,0,1,6451.26,23.6646,100,2093.59,56228
,3,0,1,6469.56,23.7204,100,2093.99,56229
,3,0,1,6489.93,23.7758,100,2094.38,56230
,3,0,1,6509.72,23.8313,100,2094.78,56231
,3,0,1,6528.07,23.8879,100,2095.18,56232
,3,0,1,6543.85,23.946,100,2095.58,56233
,3,0,1,6556.18,24.0051,100,2095.99,56234
,3,0,1,6566.69,24.0654,100,2096.39,56235
,3,0,1,6575.73,24.1266,100,2096.79,56236
,3,0,1,6582.73,24.1889,100,2097.2,56237
,3,0,1,6587.89,24.2512,100,2097.6,56238
,3,0,1,6595.44,24.3128,100,2098.01,56239
,3,0,1,6608.88,24.3733,100,2098.42,56240
,3,0,1,6627.21,24.4331,100,2098.83,56241
,3,0,1,6646.6,24.4923,100,2099.24,56242
,3,0,1,6665.01,24.5513,100,2099.65,56243
,3,0,1,6682.47,24.6108,100,2100.06,56244
,3,0,1,6699.33,24.671,100,2100.48,56245
,3,0,1,6714.83,24.7329,100,2100.89,56246
,3,0,1,6725.77,24.7956,100,2101.31,56247
,3,0,1,6734.71,24.8589,100,2101.72,56248
,3,0,1,6745.83,24.922,100,2102.14,56249
,3,0,1,6760.75,24.9848,100,2102.56,56250
,3,0,1,6776.01,25.0473,100,2102.98,56251
,3,0,1,6788.54,25.1106,100,2103.4,56252
,3,0,1,6794.87,25.1746,100,2103.83,56253
,3,0,1,6797.76,25.2392,100,2104.25,56254
,3,0,1,6802.78,25.3036,100,2104.67,56255
,3,0,1,6813.31,25.3666,100,2105.1,56256
,3,0,1,6829.83,25.4281,100,2105.53,56257
,3,0,1,6850.45,25.4874,100,2105.96,56258
,3,0,1,6873.94,25.5467,100,2106.38,56259
,3,0,1,6895.47,25.6063,100,2106.81,56260
,3,0,1,6913.6,25.667,100,2107.24,56261
,3,0,1,6927.9,25.7294,100,2107.67,56262
,3,0,1,6939.07,25.7922,100,2108.11,56263
,3,0,1,6950.23,25.8554,100,2108.54,56264
,3,0,1,6961.12,25.9181,100,2108.97,56265
,3,0,1,6970.75,25.9805,100,2109.41,56266
,3,0,1,6978.75,26.0428,100,2109.84,56267
,3,0,1,6984.81,26.1055,100,2110.28,56268
,3,0,1,6991.65,26.1669,100,2110.72,56269
,3,0,1,7005.44,26.2268,100,2111.16,56270
,3,0,1,7029.24,26.285,100,2111.6,56271
,3,0,1,7059.02,26.3417,100,2112.04,56272
,3,0,1,7088.5,26.3979,100,2112.48,56273
,3,0,1,7112.87,26.4553,100,2112.92,56274
,3,0,1,7129.94,26.5148,100,2113.36,56275
,3,0,1,7139.49,26.5767,100,2113.8,56276
,3,0,1,7144.1,26.64,100,2114.25,56277
,3,0,1,7148.97,26.7032,100,2114.69,56278
,3,0,1,7157.91,26.7651,100,2115.14,56279
,3,0,1,7170.77,26.8254,100,2115.59,56280
,3,0,1,7185.77,26.8844,100,2116.03,56281
,3,0,1,7200.23,26.9428,100,2116.48,56282
,3,0,1,7213.76,27.0005,100,2116.93,56283
,3,0,1,7228.81,27.0575,100,2117.38,56284
,3,0,1,7247.86,27.1137,100,2117.83,56285
,3,0,1,7270.96,27.1691,100,2118.28,56286
,3,0,1,7295.77,27.2236,100,2118.74,56287
,3,0,1,7189.37,27.2777,100,2119.19,56288
,3,0,1,7014.32,27.3239,100,2119.64,56289
,3,0,0,6914.65,27.3474,100,2120.1,56290
,3,0,0,6837.75,27.3539,100,2120.55,56291
,3,0,0,6761.95,27.3574,100,2121.01,56292
,3,0,2,6687.27,27.361,100,2121.46,56293
,3,0,2,6265.23,27.4151,100,2121.91,56294
,3,0,2,6029.03,27.5162,100,2122.37,56295
,3,0,2,5906,27.6243,100,2122.82,56296
,3,0,2,5821.67,27.7255,100,2123.28,56297
,3,0,2,5762.39,27.8128,100,2123.74,56298
,3,0,2,5724.36,27.8881,100,2124.2,56299
,3,0,2,5708.54,27.9538,100,2124.66,56300
,3,0,2,5710.89,28.0125,100,2125.13,56301
,3,0,2,5721.59,28.067,100,2125.59,56302
,3,0,2,5733.28,28.119,100,2126.05,56303
,3,0,2,5745.25,28.171,100,2126.52,56304
,3,0,2,5758.77,28.2228,100,2126.99,56305
,3,0,2,5774.61,28.2734,100,2127.45,56306
,3,0,2,5790.84,28.3237,100,2127.92,56307
,3,0,2,5802.99,28.3758,100,2128.39,56308
,3,0,2,5807.36,28.4276,100,2128.86,56309
,3,0,2,5810.76,28.4785,100,2129.34,56310
,3,0,2,5825.56,28.5289,100,2129.81,56311
,3,0,2,5853.71,28.5795,100,2130.28,56312
,3,0,2,5877.66,28.629,100,2130.75,56313
,3,0,2,5895.1,28.6786,100,2131.23,56314
,3,0,2,5910.77,28.7315,100,2131.7,56315
,3,0,2,5916.37,28.7866,100,2132.18,56316
,3,0,2,5909.33,28.841,100,2132.66,56317
,3,0,2,5902.35,28.8967,100,2133.13,56318
,3,0,2,5900.6,28.9483,100,2133.61,56319
,3,0,2,5908.85,28.9983,100,2134.09,56320
,3,0,2,5922.99,29.0469,100,2134.57,56321
,3,0,2,5939.43,29.0931,100,2135.05,56322
,3,0,2,5962.14,29.1371,100,2135.53,56323
,3,0,2,5994.56,29.1826,100,2136.01,56324
,3,0,2,6022.39,29.2304,100,2136.49,56325
,3,0,2,6033.12,29.2805,100,2136.98,56326
,3,0,2,6032.8,29.3296,100,2137.46,56327
,3,0,2,6043.17,29.3785,100,2137.94,56328
,3,0,2,6063.74,29.4316,100,2138.43,56329
,3,0,2,6072.96,29.4817,100,2138.91,56330
,3,0,2,6077.41,29.5296,100,2139.4,56331
,3,0,2,6096.31,29.5804,100,2139.89,56332
,3,0,2,6115.39,29.6317,100,2140.37,56333
,3,0,2,6118.24,29.6828,100,2140.86,56334
,3,0.142976,2,6110.46,29.7348,100,2141.35,56335
,3,0.285953,2,6103.4,29.7877,96.0789,2141.84,56336
,3,0.691052,2,6096.07,29.8376,84.6363,2142.33,56337
,3,1.1319,2,6071.6,29.8832,62.3181,2142.82,56338
,3,1.48934,2,6006.99,29.9231,38.2491,2143.32,56339
,3,1.88252,2,5911.16,29.9505,12.4044,2143.81,56340
,3,2.03741,2,5831.35,29.9584,0,2144.3,56341
,3,2.4306,2,5783.3,29.9497,0,2144.8,56342
,3,2.47826,2,5731.33,29.9372,0,2145.29,56343
,3,2.72846,2,5680.3,29.924,0,2145.78,56344
,3,2.88336,2,5629.57,29.9107,0,2146.27,56345
,3,3.02633,2,5667.19,29.8843,0,2146.77,56346
,3,3.07399,2,5766.2,29.8374,0,2147.26,56347
,3,2.88336,2,5821.89,29.7892,0,2147.75,56348
,3,2.93101,2,5819.82,29.752,0,2148.24,56349
,3,3.18122,2,5797.94,29.7239,0,2148.73,56350
,3,3.38377,2,5784.56,29.6996,0,2149.22,56351
,3,3.52675,2,5781.02,29.6714,0,2149.71,56352
,3,3.57441,2,5778.28,29.6412,0,2150.19,56353
,3,3.62207,2,5772.69,29.6098,0,2150.68,56354
,3,3.52675,2,5764.88,29.5806,0,2151.17,56355
,3,3.7293,2,5755.97,29.5502,0,2151.66,56356
,3,3.77696,2,5748.86,29.5161,0,2152.14,56357
,3,3.77696,2,5743.81,29.4803,0,2152.63,56358
,3,3.77696,2,5738.63,29.4448,0,2153.12,56359
,3,3.62207,2,5731.78,29.4087,0,2153.6,56360
,3,3.68164,2,5724.12,29.3725,0,2154.09,56361
,3,3.68164,2,5716.59,29.3359,0,2154.57,56362
,3,3.7293,2,5709.34,29.2983,0,2155.05,56363
,3,3.68164,2,5701.78,29.2604,0,2155.54,56364
,3,3.52675,2,5693.5,29.2233,0,2156.02,56365
,3,3.27654,2,5683.9,29.1879,0,2156.5,56366
,3,2.63315,2,5673.18,29.1544,0,2156.98,56367
,3,2.28762,2,5661.86,29.1222,0,2157.46,56368
,3,2.28762,2,5651.38,29.09,0,2157.94,56369
,3,2.4306,2,5642.21,29.0571,0,2158.43,56370
,3,2.28762,2,5633.39,29.0227,0,2158.91,56371
,3,2.22805,2,5624.76,28.9862,0,2159.39,56372
,3,2.22805,2,5616.58,28.9478,0,2159.86,56373
,3,2.08507,2,5608.96,28.9077,0,2160.35,56374
,3,2.28762,2,5601.32,28.8676,0,2160.83,56375
,3,2.22805,2,5592.49,28.8287,0,2161.31,56376
,3,1.98975,2,5581.81,28.7899,0,2161.79,56377
,3,1.537,2,5571.11,28.7498,0,2162.27,56378
,3,0.834028,2,5561.85,28.7098,0,2162.76,56379
,3,0.595734,2,5553.76,28.669,0,2163.24,56380
,3,0.0357441,2,5546.53,28.6272,0,2163.72,56381
,3,-7.28E-10,2,5539.29,28.5858,0,2164.2,56382
,3,0,2,5531.39,28.5452,0,2164.68,56383
,3,0,2,5522.4,28.505,0,2165.16,56384
,3,0,2,5512.79,28.4644,0,2165.64,56385
,3,0,2,5503.23,28.4229,0,2166.13,56386
,3,0,2,5494.3,28.3803,0,2166.6,56387
,3,0,2,5485.63,28.3378,0,2167.08,56388
,3,0,2,5476.88,28.2918,0,2167.56,56389
,3,0,2,5468.01,28.2415,0,2168.04,56390
,3,0,2,5459.1,28.192,0,2168.52,56391
,3,0,2,5450.17,28.1464,0,2169,56392
,3,0,2,5440.42,28.1028,0,2169.48,56393
,3,0,2,5429.72,28.0591,0,2169.95,56394
,3,0,2,5419.34,28.0156,0,2170.43,56395
,3,0,2,5409.35,27.9736,0,2170.91,56396
,3,0,2,5398.88,27.9345,0,2171.39,56397
,3,0,2,5386.97,27.898,0,2171.87,56398
,3,0,2,5374.37,27.8645,0,2172.35,56399
,3,0,2,5360.79,27.8327,0,2172.83,56400
,3,0,2,5346.47,27.8018,0,2173.31,56401
,3,0,2,5332.59,27.7716,0,2173.79,56402
,3,0,2,5318.44,27.7435,0,2174.27,56403
,3,0,2,5304.47,27.7146,0,2174.76,56404
,3,0,2,5293,27.6809,0,2175.24,56405
,3,0,2,5286.16,27.6419,0,2175.73,56406
,3,0,2,5282.48,27.6001,0,2176.22,56407
,3,0,2,5278.47,27.5563,0,2176.7,56408
,3,0,2,5272.85,27.5113,0,2177.19,56409
,3,0,2,5266.8,27.4656,0,2177.68,56410
,3,0,2,5261.22,27.4195,0,2178.16,56411
,3,0,2,5255.88,27.3724,0,2178.66,56412
,3,0,2,5250.64,27.3247,0,2179.15,56413
,3,0,2,5245.32,27.2768,0,2179.64,56414
,3,0,2,5240.03,27.2284,0,2180.13,56415
,3,0,2,5234.94,27.1798,0,2180.62,56416
,3,0,2,5229.71,27.132,0,2181.12,56417
,3,0,2,5224.16,27.086,0,2181.61,56418
,3,0,2,5218.08,27.0414,0,2182.11,56419
,3,0,2,5211.5,26.9979,0,2182.61,56420
,3,0,2,5204.99,26.9546,0,2183.1,56421
,3,0,2,5198.86,26.9113,0,2183.6,56422
,3,0,2,5193.37,26.867,0,2184.1,56423
,3,0,2,5188.39,26.8229,0,2184.6,56424
,3,0,2,5183.44,26.78,0,2185.1,56425
,3,0,2,5177.88,26.7384,0,2185.6,56426
,3,0,2,5171.72,26.6981,0,2186.1,56427
,3,0,2,5166.02,26.6533,0,2186.6,56428
,3,0,2,5173.11,26.615,11.8126,2187.1,56429
,3,0,2,5205.28,26.5756,20.0493,2187.6,56430
,3,0,2,5236.58,26.5411,25.0308,2188.09,56431
,3,0,2,5279.4,26.5111,30.3083,2188.59,56432
,3,0,2,5339.6,26.468,34.4266,2189.09,56433
,3,0,2,5418.08,26.4279,42.0715,2189.58,56434
,3,0,2,5520.44,26.3998,49.6917,2190.07,56435
,3,0,2,5589.39,26.374,60.2713,2190.56,56436
,3,0,2,5534.44,26.3815,73.1689,2191.04,56437
,3,0,2,5496.16,26.423,82.5647,2191.53,56438
,3,0,2,5472.51,26.4529,94.0321,2192.01,56439
,3,0,2,5473.7,26.4743,100,2192.5,56440
,3,0,2,5507.27,26.5119,100,2192.98,56441
,3,0,2,5497.66,26.5352,100,2193.46,56442
,3,0,2,5487.37,26.5565,100,2193.93,56443
,3,0,2,5519.42,26.596,100,2194.41,56444
,3,0,2,5531.03,26.6275,100,2194.89,56445
,3,0,2,5522.35,26.653,100,2195.36,56446
,3,0,2,5556.96,26.6705,100,2195.84,56447
,3,0,2,5654.95,26.6887,100,2196.31,56448
,3,0,2,5751.59,26.7003,100,2196.78,56449
,3,0,2,5827.94,26.7125,100,2197.25,56450
,3,0,2,5899.96,26.7343,100,2197.71,56451
,3,0,2,5945.53,26.7621,100,2198.18,56452
,3,0,2,5979.83,26.7827,100,2198.64,56453
,3,0,2,6050.84,26.8002,100,2199.11,56454
,3,0,2,6150.59,26.8212,100,2199.57,56455
,3,0,2,6221.09,26.8473,100,2200.02,56456
,3,0,2,6228.97,26.8999,100,2200.48,56457
,3,0,2,6148.6,26.9693,100,2200.94,56458
,3,0,2,6037.09,27.0289,100,2201.4,56459
,3,0,2,5997.91,27.0938,100,2201.85,56460
,3,0,2,5973.33,27.1717,100,2202.31,56461
,3,0,2,5880.66,27.2244,100,2202.76,56462
,3,0,2,5816.38,27.2746,100,2203.22,56463
,3,0,2,5786.73,27.3275,100,2203.67,56464
,3,0,2,5717.06,27.3561,100,2204.13,56465
,3,0,2,5651.28,27.4007,100,2204.59,56466
,3,0,2,5605.03,27.4351,100,2205.04,56467
,3,0,2,5576.59,27.4644,100,2205.5,56468
,3,0,2,5564.59,27.4858,100,2205.96,56469
,3,0,2,5572.98,27.5061,100,2206.41,56470
,3,0,2,5596.22,27.5247,100,2206.87,56471
,3,0,2,5619.58,27.5406,100,2207.33,56472
,3,0,2,5639.03,27.5606,100,2207.79,56473
,3,0,2,5656.22,27.5837,100,2208.25,56474
,3,0,2,5672.85,27.6073,100,2208.71,56475
,3,0,2,5689.51,27.6358,100,2209.17,56476
,3,0,2,5704.37,27.6579,100,2209.63,56477
,3,0,2,5716.44,27.6847,100,2210.09,56478
,3,0,2,5728.58,27.7153,100,2210.55,56479
,3,0,2,5741.37,27.7472,100,2211.01,56480
,3,0,2,5754.45,27.7772,100,2211.47,56481
,3,0,2,5766,27.8085,100,2211.93,56482
,3,0,2,5767.44,27.8412,100,2212.39,56483
,3,0,2,5766.39,27.8719,100,2212.85,56484
,3,0,2,5775.48,27.9026,100,2213.31,56485
,3,0,2,5796.53,27.9331,100,2213.78,56486
,3,0,2,5819.34,27.9623,100,2214.24,56487
,3,0,2,5839.53,27.9918,100,2214.7,56488
,3,0,2,5857.97,28.0231,100,2215.16,56489
,3,0,2,5878.42,28.0534,100,2215.62,56490
,3,0,2,5901.21,28.0865,100,2216.08,56491
,3,0,2,5919.64,28.12,100,2216.54,56492
,3,0,2,5935.09,28.1541,100,2217.01,56493
,3,0,2,5954.38,28.1876,100,2217.47,56494
,3,0,2,5965.83,28.2297,100,2217.93,56495
,3,0,2,5953.88,28.2667,100,2218.39,56496
,3,0,2,5953.12,28.3024,100,2218.86,56497
,3,0,2,5980.21,28.3417,100,2219.32,56498
,3,0,2,6003.61,28.3782,100,2219.79,56499
,3,0,2,6006.91,28.4163,100,2220.25,56500
,3,0,2,5997.65,28.4523,100,2220.72,56501
,3,0,2,5990.15,28.4884,100,2221.18,56502
,3,0,2,5992.31,28.5311,100,2221.65,56503
,3,0,2,5985.71,28.5699,100,2222.11,56504
,3,0,2,5969.82,28.6113,100,2222.58,56505
,3,0,2,5961.24,28.6498,100,2223.05,56506
,3,0,2,5970.49,28.6876,100,2223.52,56507
,3,0,2,5991.11,28.7243,100,2223.99,56508
,3,0,2,6008.16,28.7603,100,2224.46,56509
,3,0,2,6017.95,28.7971,100,2224.93,56510
,3,0,2,6021.6,28.8362,100,2225.4,56511
,3,0,2,6018.26,28.8768,100,2225.87,56512
,3,0,2,6010.73,28.918,100,2226.35,56513
,3,0,2,6006.04,28.9588,100,2226.82,56514
,3,0,2,6007.83,28.999,100,2227.29,56515
,3,0,2,6011.7,29.038,100,2227.77,56516
,3,0,2,6016.76,29.0753,100,2228.24,56517
,3,0,2,6026.01,29.1125,100,2228.72,56518
,3,0,2,6038.94,29.1497,100,2229.2,56519
,3,0,2,6051.08,29.1874,100,2229.68,56520
,3,0,2,6059.26,29.2263,100,2230.15,56521
,3,0,2,6063.56,29.2673,100,2230.63,56522
,3,0,2,6059.61,29.3093,100,2231.11,56523
,3,0,2,6049.45,29.3511,100,2231.59,56524
,3,0,2,6043.02,29.3932,100,2232.07,56525
,3,0,2,6045.03,29.4333,100,2232.56,56526
,3,0,2,6053.92,29.472,100,2233.04,56527
,3,0,2,6065.25,29.5108,100,2233.52,56528
,3,0,2,6076.04,29.5484,100,2234.01,56529
,3,0,2,6090.29,29.5877,100,2234.49,56530
,3,0,2,6108.45,29.6265,100,2234.98,56531
,3,0,2,6122.93,29.6669,100,2235.46,56532
,3,0,2,6131.01,29.709,100,2235.95,56533
,3,0,2,6137.86,29.752,100,2236.44,56534
,3,0,2,6149.85,29.7938,100,2236.93,56535
,3,0,2,6165.41,29.8397,100,2237.41,56536
,3,0,2,6167.93,29.8892,100,2237.9,56537
,3,0,2,6154.95,29.9358,100,2238.4,56538
,3,0,2,6155.44,29.9831,100,2238.89,56539
,3,0,2,6171.5,30.033,100,2239.38,56540
,3,0,2,6173.85,30.082,100,2239.88,56541
,3,0,2,6166.33,30.13,100,2240.37,56542
,3,0,2,6159.71,30.1807,100,2240.87,56543
,3,0,2,6158.26,30.2202,100,2241.36,56544
,3,0,2,6177.29,30.2725,100,2241.86,56545
,3,0,2,6183.72,30.3115,100,2242.36,56546
,3,0,2,6201.81,30.3503,100,2242.86,56547
,3,0,2,6238.88,30.3968,100,2243.36,56548
,3,0,2,6260.53,30.4465,100,2243.86,56549
,3,0,2,6260.32,30.4893,100,2244.36,56550
,3,0,2,6276.69,30.5355,100,2244.87,56551
,3,0,2,6297.69,30.595,100,2245.37,56552
,3,0,2,6279.92,30.6449,100,2245.88,56553
,3,0,2,6256.48,30.6994,100,2246.38,56554
,3,0,2,6244.96,30.7552,100,2246.89,56555
,3,0,2,6241.89,30.804,100,2247.4,56556
,3,0,2,6251.56,30.8485,100,2247.91,56557
,3,0,2,6264.3,30.8925,100,2248.41,56558
,3,0,2,6272.3,30.934,100,2248.93,56559
,3,0,2,6280.75,30.9756,100,2249.44,56560
